"Presence","lon","lat","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
1,-56.741207,-34.250223,0.659154929577465,0.413173652694611,0.125,0.712906340521403,0.789644012944984,0.577937649880096,0.654929577464789,0.70126582278481,0.474777448071217,0.77115987460815,0.573604060913706,0.127672448567971,0.129591836734694,0.130368098159509,0.0447154471544715,0.126300681736634,0.131079203334877,0.126905644829007,0.103336921420883
1,-57.7666,-37.95,0.56056338028169,0.419161676646707,0.160714285714286,0.660605085291278,0.653721682847896,0.503597122302158,0.616197183098592,0.688607594936709,0.359050445103858,0.642633228840125,0.49238578680203,0.0869302137958854,0.105102040816327,0.0828220858895705,0.0691056910569106,0.0929314675278077,0.0805928670680871,0.0939431396786156,0.0624327233584499
1,-56.843333,-30.512778,0.723943661971831,0.473053892215569,0.178571428571429,0.702124235597039,0.857605177993528,0.613908872901679,0.676056338028169,0.830379746835443,0.525222551928783,0.843260188087774,0.634517766497462,0.132008874546188,0.142857142857143,0.111963190184049,0.0772357723577236,0.140653031933979,0.115331171838814,0.145447053976102,0.0893433799784715
1,-55.9,-27.75,0.769014084507042,0.48502994011976,0.267857142857143,0.575313807531381,0.854368932038835,0.664268585131894,0.598591549295775,0.784810126582278,0.623145400593472,0.852664576802508,0.695431472081218,0.167809600645422,0.18265306122449,0.145705521472393,0.0609756097560976,0.162899174739864,0.155627605372858,0.171405026782035,0.123430211697165
1,-56.0333,-27.35,0.780281690140845,0.473053892215569,0.267857142857143,0.585934985516576,0.864077669902913,0.678657074340528,0.588028169014085,0.855696202531646,0.632047477744807,0.86833855799373,0.703045685279188,0.167910447761194,0.178571428571429,0.142638036809816,0.0691056910569106,0.166128453534266,0.150069476609541,0.180469715698393,0.117689271618227
1,-60.5333,-31.7333,0.701408450704225,0.473053892215569,0.160714285714286,0.722079176054071,0.838187702265372,0.589928057553957,0.690140845070423,0.870886075949367,0.492581602373887,0.815047021943574,0.606598984771574,0.0993344090359016,0.142857142857143,0.0475460122699387,0.178861788617886,0.131324004305705,0.0467809170912459,0.137206427688504,0.0362396842482957
1,-55.51,-27.33,0.774647887323944,0.514970059880239,0.303571428571429,0.563887994850338,0.864077669902913,0.664268585131894,0.609154929577465,0.79746835443038,0.635014836795252,0.855799373040752,0.703045685279188,0.174364663170633,0.213265306122449,0.159509202453988,0.0731707317073171,0.180480803731611,0.163038443723946,0.177173465183354,0.128453534266236
1,-56.733333,-27.723611,0.802816901408451,0.44311377245509,0.232142857142857,0.615062761506276,0.896440129449838,0.705035971223022,0.584507042253521,0.820253164556962,0.623145400593472,0.899686520376176,0.718274111675127,0.160145219846712,0.168367346938776,0.118098159509202,0.0813008130081301,0.164693218514532,0.130152848540991,0.166460651009477,0.100825260136347
1,-56.946389,-28.759444,0.769014084507042,0.461077844311377,0.196428571428571,0.649179272610235,0.877022653721683,0.654676258992806,0.637323943661972,0.789873417721519,0.58160237388724,0.874608150470219,0.682741116751269,0.144715611133522,0.169387755102041,0.104294478527607,0.0894308943089431,0.156081808396125,0.115331171838814,0.145035022661722,0.0893433799784715
1,-58.4,-31.908611,0.698591549295775,0.502994011976048,0.160714285714286,0.737045381396846,0.84789644012945,0.577937649880096,0.71830985915493,0.865822784810127,0.483679525222552,0.818181818181818,0.598984771573604,0.11708350141186,0.143877551020408,0.0920245398773006,0.0975609756097561,0.129888769285971,0.0930986567855489,0.131437989287186,0.0721205597416577
1,-60.179444,-31.644444,0.704225352112676,0.473053892215569,0.142857142857143,0.72272288381075,0.84789644012945,0.587529976019185,0.704225352112676,0.873417721518987,0.495548961424332,0.818181818181818,0.609137055837564,0.0986284792254942,0.153061224489796,0.0460122699386503,0.182926829268293,0.133476856835307,0.0495599814729041,0.136794396374124,0.0383925367778974
1,-55.6475,-28.166667,0.769014084507042,0.48502994011976,0.25,0.57965883488896,0.86084142394822,0.65947242206235,0.612676056338028,0.774683544303797,0.632047477744807,0.849529780564263,0.695431472081218,0.171339249697459,0.189795918367347,0.161042944785276,0.0609756097560976,0.178686759956943,0.168596572487263,0.161104243922538,0.133476856835307
1,-55.850556,-27.552222,0.771830985915493,0.48502994011976,0.267857142857143,0.573704538139685,0.854368932038835,0.666666666666667,0.595070422535211,0.848101265822785,0.626112759643917,0.855799373040752,0.697969543147208,0.168011294876967,0.186734693877551,0.145705521472393,0.0650406504065041,0.165410836024399,0.154238073182029,0.176761433868974,0.121277359167564
1,-60,-31.6,0.701408450704225,0.479041916167665,0.142857142857143,0.727550691985838,0.84789644012945,0.585131894484412,0.707746478873239,0.870886075949367,0.492581602373887,0.818181818181818,0.606598984771574,0.100746268656716,0.160204081632653,0.0475460122699387,0.182926829268293,0.137064944384643,0.0523390458545623,0.138442521631644,0.0405453893074991
1,-60.011389,-31.585833,0.701408450704225,0.479041916167665,0.142857142857143,0.727550691985838,0.84789644012945,0.585131894484412,0.707746478873239,0.870886075949367,0.492581602373887,0.818181818181818,0.606598984771574,0.100746268656716,0.160204081632653,0.0475460122699387,0.182926829268293,0.137064944384643,0.0523390458545623,0.138442521631644,0.0405453893074991
1,-54.560556,-28.490833,0.754929577464789,0.473053892215569,0.267857142857143,0.5672674605729,0.831715210355987,0.652278177458034,0.591549295774648,0.79493670886076,0.8486646884273,0.827586206896552,0.682741116751269,0.187777329568374,0.188775510204082,0.211656441717791,0.0365853658536585,0.179045568711877,0.200555812876332,0.182529872270293,0.166846071044133
1,-55.65,-28.1833,0.769014084507042,0.48502994011976,0.25,0.57965883488896,0.86084142394822,0.65947242206235,0.612676056338028,0.774683544303797,0.632047477744807,0.849529780564263,0.695431472081218,0.171339249697459,0.189795918367347,0.161042944785276,0.0609756097560976,0.178686759956943,0.168596572487263,0.161104243922538,0.133476856835307
1,-54.1333,-26.6333,0.704225352112676,0.550898203592814,0.357142857142857,0.522690698422916,0.763754045307443,0.592326139088729,0.605633802816901,0.835443037974684,0.56973293768546,0.761755485893417,0.644670050761421,0.182835820895522,0.18469387755102,0.184049079754601,0.0487804878048781,0.175816289917474,0.180639184807781,0.201895344046148,0.158234660925727
1,-58.5833,-27.3166,0.802816901408451,0.413173652694611,0.196428571428571,0.635017701963309,0.886731391585761,0.697841726618705,0.584507042253521,0.891139240506329,0.614243323442137,0.90282131661442,0.710659898477157,0.129991932230738,0.174489795918367,0.0674846625766871,0.154471544715447,0.159311087190527,0.0713293191292265,0.163576431808817,0.0552565482597775
1,-59.9,-31.1,0.723943661971831,0.479041916167665,0.160714285714286,0.721918249114902,0.867313915857605,0.601918465227818,0.704225352112676,0.891139240506329,0.516320474777448,0.836990595611285,0.626903553299492,0.102057281161759,0.144897959183673,0.0521472392638037,0.158536585365854,0.125583064226767,0.0588235294117647,0.136794396374124,0.0455687118765698
1,-55.338333,-27.159722,0.771830985915493,0.497005988023952,0.303571428571429,0.552301255230126,0.84789644012945,0.671462829736211,0.580985915492958,0.79493670886076,0.632047477744807,0.846394984326019,0.700507614213198,0.166095199677289,0.191836734693878,0.156441717791411,0.0691056910569106,0.169357732328669,0.155627605372858,0.166048619695097,0.122712594187298
1,-58.489444,-27.311667,0.8,0.401197604790419,0.178571428571429,0.627775989700676,0.883495145631068,0.700239808153477,0.577464788732394,0.888607594936709,0.614243323442137,0.899686520376176,0.710659898477157,0.130697862041146,0.175510204081633,0.0705521472392638,0.142276422764228,0.158234660925727,0.0773506252894859,0.159044087350639,0.0599210620739146
1,-56.228056,-28.208056,0.774647887323944,0.473053892215569,0.232142857142857,0.612166076601223,0.87378640776699,0.664268585131894,0.619718309859155,0.792405063291139,0.593471810089021,0.871473354231975,0.692893401015228,0.157724889068173,0.168367346938776,0.130368098159509,0.0691056910569106,0.164693218514532,0.141269106067624,0.15451174289246,0.109436670254754
1,-56.03,-27.546111,0.777464788732394,0.467065868263473,0.267857142857143,0.580785323463148,0.86084142394822,0.676258992805755,0.588028169014085,0.853164556962025,0.629080118694362,0.865203761755486,0.703045685279188,0.165792658329972,0.181632653061225,0.142638036809816,0.0650406504065041,0.165052027269465,0.150069476609541,0.176761433868974,0.117689271618227
1,-60.045556,-31.674722,0.698591549295775,0.473053892215569,0.142857142857143,0.732378500160927,0.84789644012945,0.585131894484412,0.707746478873239,0.870886075949367,0.489614243323442,0.818181818181818,0.604060913705584,0.100443727309399,0.155102040816327,0.0475460122699387,0.17479674796748,0.135629709364909,0.0532654006484484,0.135146271116605,0.0412630068173663
1,-55.829444,-28.153889,0.771830985915493,0.48502994011976,0.25,0.582394592854844,0.864077669902913,0.661870503597122,0.612676056338028,0.782278481012658,0.629080118694362,0.855799373040752,0.695431472081218,0.168011294876967,0.183673469387755,0.150306748466258,0.0609756097560976,0.17438105489774,0.159796201945345,0.161516275236918,0.128094725511302
1,-56,-28.65,0.766197183098592,0.479041916167665,0.214285714285714,0.625040231734792,0.867313915857605,0.647482014388489,0.637323943661972,0.784810126582278,0.58160237388724,0.865203761755486,0.682741116751269,0.155707946752723,0.170408163265306,0.133435582822086,0.0731707317073171,0.167922497308934,0.141732283464567,0.147507210548002,0.109795479009688
1,-54.55,-28.5333,0.754929577464789,0.467065868263473,0.267857142857143,0.570646926295462,0.828478964401295,0.652278177458034,0.588028169014085,0.792405063291139,0.8486646884273,0.824451410658307,0.680203045685279,0.187071399757967,0.185714285714286,0.210122699386503,0.0365853658536585,0.177969142447076,0.200092635479389,0.181293778327153,0.1664872622892
1,-54.1166,-27.5,0.749295774647887,0.491017964071856,0.303571428571429,0.526392018023817,0.815533980582524,0.652278177458034,0.573943661971831,0.79493670886076,0.626112759643917,0.811912225705329,0.682741116751269,0.178499394917305,0.18469387755102,0.191717791411043,0.040650406504065,0.170075349838536,0.186660490968041,0.179645653069633,0.158952278435594
1,-55.34,-27.44,0.766197183098592,0.520958083832335,0.285714285714286,0.560508529127776,0.857605177993528,0.652278177458034,0.619718309859155,0.792405063291139,0.626112759643917,0.843260188087774,0.695431472081218,0.174162968939088,0.225510204081633,0.153374233128834,0.0813008130081301,0.181198421241478,0.164427975914775,0.173053152039555,0.133118048080373
1,-57.14,-25.04,0.825352112676056,0.377245508982036,0.25,0.526552944962987,0.857605177993528,0.733812949640288,0.5,0.931645569620253,0.661721068249258,0.896551724137931,0.751269035532995,0.141185962081484,0.16530612244898,0.0720858895705521,0.138211382113821,0.165410836024399,0.0819823992589162,0.189122373300371,0.0635091496232508
1,-58.36,-23.29,0.859154929577465,0.532934131736527,0.357142857142857,0.514805278403605,0.935275080906149,0.73621103117506,0.580985915492958,0.954430379746835,0.732937685459941,0.931034482758621,0.784263959390863,0.114764017749092,0.153061224489796,0.0352760736196319,0.170731707317073,0.148546824542519,0.0509495136637332,0.163164400494438,0.0455687118765698
1,-54,-32.1166,0.676056338028169,0.461077844311377,0.214285714285714,0.614097199871258,0.783171521035599,0.597122302158273,0.619718309859155,0.607594936708861,0.759643916913947,0.755485893416928,0.604060913705584,0.122327551432029,0.125510204081633,0.105828220858896,0.0528455284552846,0.121994976677431,0.114404817044928,0.109188298310672,0.11697165410836
1,-51.1833,-29.1666,0.664788732394366,0.323353293413174,0.25,0.446250402317348,0.666666666666667,0.635491606714628,0.436619718309859,0.675949367088608,0.537091988130564,0.692789968652038,0.624365482233503,0.18515530455829,0.194897959183673,0.180981595092025,0.0528455284552846,0.185862935055615,0.186197313571098,0.187886279357231,0.149982059562253
1,-58.6094,-23.4953,0.850704225352113,0.544910179640719,0.357142857142857,0.522851625362086,0.932038834951456,0.726618705035971,0.591549295774648,0.949367088607595,0.724035608308605,0.921630094043887,0.774111675126904,0.106091165792658,0.140816326530612,0.0398773006134969,0.170731707317073,0.134553283100108,0.0486336266790181,0.148331273176761,0.0412630068173663
1,-57.2344,-25.0667,0.828169014084507,0.389221556886228,0.25,0.535886707434825,0.867313915857605,0.73621103117506,0.507042253521127,0.951898734177215,0.664688427299703,0.905956112852665,0.753807106598985,0.139975796692215,0.16734693877551,0.0736196319018405,0.142276422764228,0.163257983494797,0.0805928670680871,0.187474248042851,0.0624327233584499
1,-58.0833,-29.2,0.740845070422535,0.455089820359281,0.196428571428571,0.689893788220148,0.841423948220065,0.628297362110312,0.637323943661972,0.843037974683544,0.545994065281899,0.855799373040752,0.652284263959391,0.123033481242436,0.152040816326531,0.0797546012269939,0.117886178861789,0.140294223179046,0.079203334877258,0.134734239802225,0.0613562970936491
1,-58.166667,-29.083333,0.749295774647887,0.455089820359281,0.196428571428571,0.681042806565819,0.851132686084142,0.635491606714628,0.637323943661972,0.848101265822785,0.554896142433234,0.862068965517241,0.65989847715736,0.120713997579669,0.147959183673469,0.0751533742331288,0.121951219512195,0.13778256189451,0.0768874478925428,0.132674083230326,0.059562253318981
1,-55.4833,-27.6333,0.754929577464789,0.514970059880239,0.285714285714286,0.556324428709366,0.841423948220065,0.645083932853717,0.612676056338028,0.787341772151899,0.617210682492582,0.830721003134796,0.687817258883249,0.176079064138766,0.211224489795918,0.157975460122699,0.0691056910569106,0.17545748116254,0.16813339509032,0.172229089410795,0.137423753139577
1,-58.4,-37.8833,0.566197183098592,0.467065868263473,0.142857142857143,0.728355326681687,0.718446601941748,0.498800959232614,0.693661971830986,0.756962025316456,0.350148367952522,0.667711598746082,0.484771573604061,0.0844090359015732,0.1,0.0736196319018405,0.0731707317073171,0.090778614998206,0.0745715609078277,0.0951792336217552,0.0577682095443129
1,-57.9833,-37.9,0.557746478873239,0.437125748502994,0.178571428571429,0.668329578371419,0.660194174757282,0.498800959232614,0.630281690140845,0.683544303797468,0.353115727002967,0.642633228840125,0.487309644670051,0.0851149657119806,0.106122448979592,0.0782208588957055,0.0731707317073171,0.0936490850376749,0.080129689671144,0.0894107952204368,0.0620739146035163
1,-58.3,-37.7,0.577464788732394,0.479041916167665,0.160714285714286,0.736884454457676,0.73462783171521,0.503597122302158,0.704225352112676,0.764556962025316,0.359050445103858,0.68025078369906,0.49238578680203,0.0834005647438483,0.101020408163265,0.0736196319018405,0.0772357723577236,0.0897021887334051,0.0717924965261695,0.0939431396786156,0.0556153570147112
1,-58.15,-37.8833,0.56056338028169,0.455089820359281,0.160714285714286,0.698744769874477,0.686084142394822,0.498800959232614,0.658450704225352,0.686075949367089,0.350148367952522,0.652037617554859,0.484771573604061,0.0842073416700282,0.103061224489796,0.0766871165644172,0.0731707317073171,0.0914962325080732,0.0773506252894859,0.0906468891635764,0.0599210620739146
1,-58.25,-37.25,0.585915492957746,0.497005988023952,0.160714285714286,0.742516897328613,0.750809061488673,0.50599520383693,0.71830985915493,0.774683544303797,0.367952522255193,0.692789968652038,0.5,0.0835014118596208,0.0948979591836735,0.0736196319018405,0.0772357723577236,0.0904198062432723,0.0694766095414544,0.0984754841367944,0.0538213132400431
1,-58.0333,-37.8666,0.56056338028169,0.455089820359281,0.160714285714286,0.698744769874477,0.686084142394822,0.498800959232614,0.658450704225352,0.686075949367089,0.350148367952522,0.652037617554859,0.484771573604061,0.0842073416700282,0.103061224489796,0.0766871165644172,0.0731707317073171,0.0914962325080732,0.0773506252894859,0.0906468891635764,0.0599210620739146
1,-58.4166,-37.75,0.574647887323944,0.48502994011976,0.160714285714286,0.741873189571934,0.737864077669903,0.501199040767386,0.711267605633803,0.764556962025316,0.356083086053412,0.68025078369906,0.489847715736041,0.0839048003227108,0.1,0.0720858895705521,0.0813008130081301,0.0911374237531396,0.0708661417322835,0.0964153275648949,0.0548977395048439
1,-58.34,-37.49,0.583098591549296,0.502994011976048,0.160714285714286,0.745896363051175,0.750809061488673,0.503597122302158,0.721830985915493,0.772151898734177,0.364985163204748,0.689655172413793,0.49746192893401,0.0841064945542557,0.0969387755102041,0.0736196319018405,0.0813008130081301,0.0918550412630068,0.0690134321445113,0.0992995467655542,0.0534625044851094
1,-58.4,-38.1166,0.569014084507042,0.44311377245509,0.142857142857143,0.713710975217251,0.705501618122977,0.508393285371703,0.665492957746479,0.756962025316456,0.359050445103858,0.667711598746082,0.49238578680203,0.0852158128277531,0.0979591836734694,0.0736196319018405,0.0691056910569106,0.0904198062432723,0.0782769800833719,0.0951792336217552,0.0606386795837818
1,-57.59,-37.52,0.577464788732394,0.419161676646707,0.142857142857143,0.700032185387834,0.689320388349515,0.510791366906475,0.644366197183099,0.759493670886076,0.367952522255193,0.670846394984326,0.5,0.0831988705123033,0.0938775510204082,0.0828220858895705,0.0609756097560976,0.0868317186939361,0.0764242704955998,0.0939431396786156,0.0592034445640474
1,-58.02,-37.51,0.580281690140845,0.473053892215569,0.160714285714286,0.728516253620856,0.728155339805825,0.508393285371703,0.690140845070423,0.767088607594937,0.364985163204748,0.683385579937304,0.49746192893401,0.0827954820492134,0.0989795918367347,0.0751533742331288,0.0731707317073171,0.0882669537136706,0.0722556739231126,0.0931190770498558,0.0559741657696448
1,-58.59,-37.21,0.580281690140845,0.514970059880239,0.160714285714286,0.744930801416157,0.754045307443366,0.498800959232614,0.732394366197183,0.769620253164557,0.362017804154303,0.689655172413793,0.49492385786802,0.0856192012908431,0.0959183673469388,0.0736196319018405,0.0853658536585366,0.0947255113024758,0.0676238999536823,0.104243922538113,0.0523860782203086
1,-58.5833,-37.8666,0.56056338028169,0.473053892215569,0.160714285714286,0.732861280978436,0.715210355987055,0.49400479616307,0.697183098591549,0.754430379746835,0.347181008902077,0.664576802507837,0.482233502538071,0.0847115772488907,0.0979591836734694,0.0736196319018405,0.0731707317073171,0.0918550412630068,0.0745715609078277,0.0972393901936547,0.0577682095443129
1,-58.35,-37.85,0.566197183098592,0.467065868263473,0.142857142857143,0.728355326681687,0.718446601941748,0.498800959232614,0.693661971830986,0.756962025316456,0.350148367952522,0.667711598746082,0.484771573604061,0.0844090359015732,0.1,0.0736196319018405,0.0731707317073171,0.090778614998206,0.0745715609078277,0.0951792336217552,0.0577682095443129
1,-58.25,-37.2,0.585915492957746,0.497005988023952,0.160714285714286,0.742516897328613,0.750809061488673,0.50599520383693,0.71830985915493,0.774683544303797,0.367952522255193,0.692789968652038,0.5,0.0835014118596208,0.0948979591836735,0.0736196319018405,0.0772357723577236,0.0904198062432723,0.0694766095414544,0.0984754841367944,0.0538213132400431
1,-58.18,-37.45,0.585915492957746,0.491017964071856,0.160714285714286,0.742999678146122,0.747572815533981,0.50599520383693,0.714788732394366,0.772151898734177,0.364985163204748,0.692789968652038,0.49746192893401,0.0832997176280758,0.0969387755102041,0.0736196319018405,0.0772357723577236,0.0900609974883387,0.0699397869383974,0.0968273588792748,0.0541801219949767
1,-60.5833,-36.75,0.585915492957746,0.544910179640719,0.160714285714286,0.808818796266495,0.786407766990291,0.486810551558753,0.785211267605634,0.787341772151899,0.353115727002967,0.711598746081505,0.487309644670051,0.09116579265833,0.125510204081633,0.0521472392638037,0.134146341463415,0.109436670254754,0.0588235294117647,0.11536876802637,0.0455687118765698
1,-60.34,-36.41,0.6,0.544910179640719,0.160714285714286,0.7981976182813,0.796116504854369,0.498800959232614,0.778169014084507,0.79746835443038,0.370919881305638,0.724137931034483,0.50253807106599,0.0951996772892295,0.127551020408163,0.0582822085889571,0.134146341463415,0.114818801578759,0.0602130616025938,0.121961269056448,0.0466451381413706
1,-58.8333,-27.4666,0.8,0.419161676646707,0.196428571428571,0.640650144834245,0.886731391585761,0.697841726618705,0.584507042253521,0.893670886075949,0.611275964391691,0.90282131661442,0.708121827411167,0.127470754336426,0.166326530612245,0.0644171779141104,0.158536585365854,0.157517043415859,0.0653080129689671,0.167284713638236,0.0505920344456405
1,-56.6833,-27.3833,0.819718309859155,0.413173652694611,0.196428571428571,0.622626327647248,0.902912621359223,0.709832134292566,0.584507042253521,0.835443037974684,0.637982195845697,0.915360501567398,0.730964467005076,0.173154497781363,0.203061224489796,0.116564417177914,0.0975609756097561,0.188015787585217,0.139416396479852,0.177997527812114,0.10800143523502
1,-51.35,-29.2333,0.667605633802817,0.323353293413174,0.232142857142857,0.457354361120052,0.676375404530744,0.637889688249401,0.443661971830986,0.678481012658228,0.540059347181009,0.702194357366771,0.626903553299492,0.176684146833401,0.178571428571429,0.177914110429448,0.0447154471544715,0.170792967348403,0.181565539601667,0.184590028842192,0.143164693218515
1,-56.6522,-27.3958,0.805633802816901,0.425149700598802,0.214285714285714,0.606372706791117,0.883495145631068,0.697841726618705,0.580985915492958,0.891139240506329,0.626112759643917,0.896551724137931,0.720812182741117,0.167406212182332,0.175510204081633,0.127300613496933,0.0772357723577236,0.169357732328669,0.142658638258453,0.176349402554594,0.110513096519555
1,-54.916389,-26.875833,0.749295774647887,0.508982035928144,0.321428571428571,0.539748953974895,0.815533980582524,0.645083932853717,0.584507042253521,0.762025316455696,0.611275964391691,0.818181818181818,0.682741116751269,0.157825736183945,0.170408163265306,0.153374233128834,0.0650406504065041,0.157517043415859,0.144511347846225,0.159044087350639,0.116612845353427
1,-58.25,-34.1833,0.670422535211268,0.329341317365269,0.0892857142857143,0.691663984551014,0.741100323624595,0.589928057553957,0.584507042253521,0.830379746835443,0.483679525222552,0.774294670846395,0.578680203045685,0.100947962888261,0.127551020408163,0.0889570552147239,0.0975609756097561,0.112665949049157,0.0856878184344604,0.110012360939431,0.0681736634373879
1,-54.966667,-27.1,0.735211267605634,0.508982035928144,0.321428571428571,0.536369488252333,0.802588996763754,0.637889688249401,0.580985915492958,0.686075949367089,0.599406528189911,0.802507836990596,0.67258883248731,0.164078257361839,0.171428571428571,0.165644171779141,0.0569105691056911,0.161822748475063,0.155627605372858,0.162752369180058,0.125941872981701
1,-54.58,-27.06,0.71830985915493,0.520958083832335,0.321428571428571,0.531702607016415,0.783171521035599,0.616306954436451,0.591549295774648,0.670886075949367,0.584569732937685,0.780564263322884,0.657360406091371,0.172851956434046,0.177551020408163,0.173312883435583,0.0487804878048781,0.168998923573735,0.167670217693377,0.174289245982695,0.156440617151058
1,-50.3166,-27.8,0.642253521126761,0.389221556886228,0.25,0.482298036691342,0.656957928802589,0.580335731414868,0.507042253521127,0.632911392405063,0.489614243323442,0.689655172413793,0.601522842639594,0.147841871722469,0.156122448979592,0.144171779141104,0.0650406504065041,0.149982059562253,0.139879573876795,0.171817058096415,0.119124506637962
1,-57.8833,-25.0666,0.830985915492958,0.467065868263473,0.267857142857143,0.545059542967493,0.906148867313916,0.717026378896882,0.577464788732394,0.89873417721519,0.664688427299703,0.912225705329154,0.753807106598985,0.126159741831384,0.153061224489796,0.0644171779141104,0.150406504065041,0.153211338356656,0.0717924965261695,0.173465183353935,0.0556153570147112
1,-58.1783,-24.9281,0.825352112676056,0.491017964071856,0.267857142857143,0.543933054393305,0.909385113268608,0.702637889688249,0.602112676056338,0.939240506329114,0.697329376854599,0.909090909090909,0.748730964467005,0.105586930213796,0.13265306122449,0.0352760736196319,0.158536585365854,0.134912091855041,0.0565076424270496,0.142974866089823,0.0444922856117689
1,-58.25,-37.8333,0.577464788732394,0.479041916167665,0.160714285714286,0.736884454457676,0.73462783171521,0.503597122302158,0.704225352112676,0.764556962025316,0.359050445103858,0.68025078369906,0.49238578680203,0.0834005647438483,0.101020408163265,0.0736196319018405,0.0772357723577236,0.0897021887334051,0.0717924965261695,0.0939431396786156,0.0556153570147112
1,-56.6833,-27.6,0.811267605633803,0.431137724550898,0.214285714285714,0.61779851947216,0.899676375404531,0.707434052757794,0.584507042253521,0.827848101265823,0.629080118694362,0.909090909090909,0.723350253807107,0.165389269866882,0.179591836734694,0.118098159509202,0.0853658536585366,0.172587011123071,0.133858267716535,0.171817058096415,0.103695730175816
1,-56.6666,-31.6333,0.687323943661972,0.479041916167665,0.160714285714286,0.726585130350821,0.828478964401295,0.577937649880096,0.697183098591549,0.79746835443038,0.480712166172107,0.80564263322884,0.596446700507614,0.130092779346511,0.13469387755102,0.125766871165644,0.0609756097560976,0.130965195550771,0.124131542380732,0.131437989287186,0.0961607463222103
1,-54.9833,-34.2833,0.642253521126761,0.389221556886228,0.160714285714286,0.640650144834245,0.728155339805825,0.577937649880096,0.588028169014085,0.617721518987342,0.72106824925816,0.730407523510972,0.571065989847716,0.124747882210569,0.119387755102041,0.122699386503067,0.0365853658536585,0.120559741657696,0.12691060676239,0.11495673671199,0.115177610333692
